Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Anfangszeit - msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Endzeit - msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	Dauer - msec	Blickzuwendung	Aktion	Interface-Bildnr.	Datei	Verzeichnis (Pfad)
00:29:34.761	1774.761	1774761	00:29:35.322	1775.322	1775322	00:00:00.561	0.561	561	1	1	3	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:29:36.602	1776.602	1776602	00:29:37.122	1777.122	1777122	00:00:00.520	0.52	520	1		3	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:34:32.580	2072.58	2072580	00:34:38.461	2078.461	2078461	00:00:05.881	5.881	5881	1		4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:34:46.343	2086.343	2086343	00:34:47.184	2087.184	2087184	00:00:00.841	0.841	841	1	1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:35:28.893	2128.893	2128893	00:35:30.454	2130.454	2130454	00:00:01.561	1.561	1561	1	1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:35:31.294	2131.294	2131294	00:35:32.654	2132.654	2132654	00:00:01.360	1.36	1360	1	1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:36:37.980	2197.98	2197980	00:36:40.260	2200.26	2200260	00:00:02.280	2.28	2280	1		4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:36:41.250	2201.25	2201250	00:36:44.130	2204.13	2204130	00:00:02.880	2.88	2880	1		4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:36:44.611	2204.611	2204611	00:36:45.611	2205.611	2205611	00:00:01.000	1.0	1000	1	1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:43:33.020	2613.02	2613020	00:43:33.300	2613.3	2613300	00:00:00.280	0.28	280	1	1	5	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:43:34.381	2614.381	2614381	00:43:34.781	2614.781	2614781	00:00:00.400	0.4	400	1	1	5	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:17:46.881	1066.881	1066881	00:18:02.161	1082.161	1082161	00:00:15.280	15.28	15280		1	1	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:18:02.161	1082.161	1082161	00:18:02.175	1082.175	1082175	00:00:00.014	0.014	14		1	1	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:18:45.602	1125.602	1125602	00:18:59.125	1139.125	1139125	00:00:13.523	13.523	13523		1	1	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:18:59.125	1139.125	1139125	00:18:59.163	1139.163	1139163	00:00:00.038	0.038	38		1	1	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:19:12.596	1152.596	1152596	00:19:18.641	1158.641	1158641	00:00:06.045	6.045	6045		1	1	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:23:27.280	1407.28	1407280	00:23:30.283	1410.283	1410283	00:00:03.003	3.003	3003		1	2	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:24:07.172	1447.172	1447172	00:24:09.653	1449.653	1449653	00:00:02.481	2.481	2481		1	2	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:25:02.574	1502.574	1502574	00:25:05.539	1505.539	1505539	00:00:02.965	2.965	2965		1	2	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:29:31.880	1771.88	1771880	00:29:36.242	1776.242	1776242	00:00:04.362	4.362	4362		1	3	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:30:00.202	1800.202	1800202	00:30:04.243	1804.243	1804243	00:00:04.041	4.041	4041		1	3	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:30:40.723	1840.723	1840723	00:30:43.924	1843.924	1843924	00:00:03.201	3.201	3201		1	3	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:34:32.600	2072.6	2072600	00:34:32.734	2072.734	2072734	00:00:00.134	0.134	134	1	1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:34:32.734	2072.734	2072734	00:34:47.974	2087.974	2087974	00:00:15.240	15.24	15240		1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:35:28.711	2128.711	2128711	00:35:33.632	2133.632	2133632	00:00:04.921	4.921	4921		1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:36:41.311	2201.311	2201311	00:36:46.271	2206.271	2206271	00:00:04.960	4.96	4960		1	4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:43:32.720	2612.72	2612720	00:43:35.361	2615.361	2615361	00:00:02.641	2.641	2641		1	5	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:44:11.123	2651.123	2651123	00:44:15.883	2655.883	2655883	00:00:04.760	4.76	4760		1	5	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:44:41.000	2681.0	2681000	00:44:44.161	2684.161	2684161	00:00:03.161	3.161	3161		1	5	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:16:49.560	1009.56	1009560	00:19:32.280	1172.28	1172280	00:02:42.720	162.72	162720			1	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:22:41.480	1361.48	1361480	00:26:09.440	1569.44	1569440	00:03:27.960	207.96	207960			2	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:28:49.360	1729.36	1729360	00:31:27.120	1887.12	1887120	00:02:37.760	157.76	157760			3	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:34:03.560	2043.56	2043560	00:37:39.000	2259.0	2259000	00:03:35.440	215.44	215440			4	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:42:46.120	2566.12	2566120	00:45:01.520	2701.52	2701520	00:02:15.400	135.4	135400			5	Vp410-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-1.eaf
00:08:30.520	510.52	510520	00:08:31.520	511.52	511520	00:00:01.000	1.0	1000	1	1	7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:09:04.740	544.74	544740	00:09:06.140	546.14	546140	00:00:01.400	1.4	1400	1		7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:09:46.100	586.1	586100	00:09:46.820	586.82	586820	00:00:00.720	0.72	720	1	1	7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:09:48.221	588.221	588221	00:09:48.741	588.741	588741	00:00:00.520	0.52	520	1		7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:15:12.860	912.86	912860	00:15:13.220	913.22	913220	00:00:00.360	0.36	360	1	1	8	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:03:07.720	187.72	187720	00:03:11.040	191.04	191040	00:00:03.320	3.32	3320		1	6	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:03:53.640	233.64	233640	00:03:56.720	236.72	236720	00:00:03.080	3.08	3080		1	6	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:04:48.800	288.8	288800	00:04:51.800	291.8	291800	00:00:03.000	3.0	3000		1	6	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:08:30.160	510.16	510160	00:08:32.120	512.12	512120	00:00:01.960	1.96	1960		1	7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:09:05.160	545.16	545160	00:09:06.840	546.84	546840	00:00:01.680	1.68	1680		1	7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:09:46.000	586.0	586000	00:09:48.320	588.32	588320	00:00:02.320	2.32	2320		1	7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:13:41.840	821.84	821840	00:13:45.201	825.201	825201	00:00:03.361	3.361	3361		1	8	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:14:24.161	864.161	864161	00:14:26.322	866.322	866322	00:00:02.161	2.161	2161		1	8	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:15:11.762	911.762	911762	00:15:14.083	914.083	914083	00:00:02.321	2.321	2321		1	8	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:02:37.860	157.86	157860	00:05:54.300	354.3	354300	00:03:16.440	196.44	196440			6	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:07:54.540	474.54	474540	00:10:37.540	637.54	637540	00:02:43.000	163.0	163000			7	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:13:00.620	780.62	780620	00:16:37.940	997.94	997940	00:03:37.320	217.32	217320			8	Vp410-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp410-2.eaf
00:16:02.560	962.56	962560	00:16:03.640	963.64	963640	00:00:01.080	1.08	1080	1	1	1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:16:05.561	965.561	965561	00:16:05.681	965.681	965681	00:00:00.120	0.12	120	1		1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:16:35.611	995.611	995611	00:16:36.011	996.011	996011	00:00:00.400	0.4	400	1		1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:16:37.611	997.611	997611	00:16:38.692	998.692	998692	00:00:01.081	1.081	1081	1		1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:16:39.212	999.212	999212	00:16:40.132	1000.132	1000132	00:00:00.920	0.92	920	1	1	1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:16:40.692	1000.692	1000692	00:16:40.892	1000.892	1000892	00:00:00.200	0.2	200	1		1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:17:16.183	1036.183	1036183	00:17:18.743	1038.743	1038743	00:00:02.560	2.56	2560	1	1	1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:17:19.064	1039.064	1039064	00:17:19.784	1039.784	1039784	00:00:00.720	0.72	720	1	1	1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:22:39.560	1359.56	1359560	00:22:40.721	1360.721	1360721	00:00:01.161	1.161	1161	1		2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:23:23.870	1403.87	1403870	00:23:24.470	1404.47	1404470	00:00:00.600	0.6	600	1	1	2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:23:26.871	1406.871	1406871	00:23:27.471	1407.471	1407471	00:00:00.600	0.6	600	1	1	2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:24:19.201	1459.201	1459201	00:24:21.042	1461.042	1461042	00:00:01.841	1.841	1841	1		2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:17.694	1757.694	1757694	00:29:18.614	1758.614	1758614	00:00:00.920	0.92	920	1		3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:19.134	1759.134	1759134	00:29:20.294	1760.294	1760294	00:00:01.160	1.16	1160	1		3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:20.614	1760.614	1760614	00:29:23.334	1763.334	1763334	00:00:02.720	2.72	2720	1		3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:24.375	1764.375	1764375	00:29:25.695	1765.695	1765695	00:00:01.320	1.32	1320	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:26.135	1766.135	1766135	00:29:27.495	1767.495	1767495	00:00:01.360	1.36	1360	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:30.176	1770.176	1770176	00:29:30.936	1770.936	1770936	00:00:00.760	0.76	760	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:31.537	1771.537	1771537	00:29:33.737	1773.737	1773737	00:00:02.200	2.2	2200	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:34.378	1774.378	1774378	00:29:34.738	1774.738	1774738	00:00:00.360	0.36	360	1		3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:46.168	1786.168	1786168	00:29:47.648	1787.648	1787648	00:00:01.480	1.48	1480	1		3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:49.729	1789.729	1789729	00:29:50.249	1790.249	1790249	00:00:00.520	0.52	520	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:51.169	1791.169	1791169	00:29:52.010	1792.01	1792010	00:00:00.841	0.841	841	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:53.650	1793.65	1793650	00:29:54.210	1794.21	1794210	00:00:00.560	0.56	560	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:57.091	1797.091	1797091	00:29:57.931	1797.931	1797931	00:00:00.840	0.84	840	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:58.212	1798.212	1798212	00:29:58.492	1798.492	1798492	00:00:00.280	0.28	280	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:30:22.822	1822.822	1822822	00:30:27.143	1827.143	1827143	00:00:04.321	4.321	4321	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:34:11.700	2051.7	2051700	00:34:12.181	2052.181	2052181	00:00:00.481	0.481	481	1	1	4	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:34:13.461	2053.461	2053461	00:34:14.061	2054.061	2054061	00:00:00.600	0.6	600	1	1	4	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:34:14.742	2054.742	2054742	00:34:15.142	2055.142	2055142	00:00:00.400	0.4	400	1		4	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:35:46.042	2146.042	2146042	00:35:46.322	2146.322	2146322	00:00:00.280	0.28	280	1		4	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:39:37.100	2377.1	2377100	00:39:37.420	2377.42	2377420	00:00:00.320	0.32	320	1		5	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:44:12.290	2652.29	2652290	00:44:14.531	2654.531	2654531	00:00:02.241	2.241	2241	1		6	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:44:14.811	2654.811	2654811	00:44:16.371	2656.371	2656371	00:00:01.560	1.56	1560	1	1	6	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:44:18.612	2658.612	2658612	00:44:19.052	2659.052	2659052	00:00:00.440	0.44	440	1	1	6	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:44:20.813	2660.813	2660813	00:44:20.973	2660.973	2660973	00:00:00.160	0.16	160	1	1	6	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:44:23.773	2663.773	2663773	00:44:24.053	2664.053	2664053	00:00:00.280	0.28	280	1	1	6	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:44:27.054	2667.054	2667054	00:44:27.734	2667.734	2667734	00:00:00.680	0.68	680	1	1	6	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:44:27.974	2667.974	2667974	00:44:28.254	2668.254	2668254	00:00:00.280	0.28	280	1	1	6	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:16:02.240	962.24	962240	00:16:04.481	964.481	964481	00:00:02.241	2.241	2241		1	1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:16:37.650	997.65	997650	00:16:40.170	1000.17	1000170	00:00:02.520	2.52	2520		1	1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:17:15.490	1035.49	1035490	00:17:20.451	1040.451	1040451	00:00:04.961	4.961	4961		1	1	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:22:39.642	1359.642	1359642	00:22:41.362	1361.362	1361362	00:00:01.720	1.72	1720		1	2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:23:23.752	1403.752	1403752	00:23:23.792	1403.792	1403792	00:00:00.040	0.04	40		1	2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:23:23.792	1403.792	1403792	00:23:27.752	1407.752	1407752	00:00:03.960	3.96	3960		1	2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:24:19.902	1459.902	1459902	00:24:21.744	1461.744	1461744	00:00:01.842	1.842	1842		1	2	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:20.861	1760.861	1760861	00:29:20.943	1760.943	1760943	00:00:00.082	0.082	82	1	1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:20.943	1760.943	1760943	00:29:34.263	1774.263	1774263	00:00:13.320	13.32	13320		1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:29:46.213	1786.213	1786213	00:29:59.173	1799.173	1799173	00:00:12.960	12.96	12960		1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:30:22.163	1822.163	1822163	00:30:27.805	1827.805	1827805	00:00:05.642	5.642	5642		1	3	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:34:10.640	2050.64	2050640	00:34:15.081	2055.081	2055081	00:00:04.441	4.441	4441		1	4	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:34:52.881	2092.881	2092881	00:34:56.522	2096.522	2096522	00:00:03.641	3.641	3641		1	4	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:35:41.322	2141.322	2141322	00:35:44.083	2144.083	2144083	00:00:02.761	2.761	2761		1	4	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
00:39:33.220	2373.22	2373220	00:39:37.181	2377.181	2377181	00:00:03.961	3.961	3961		1	5	Vp411-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp411-1.eaf
