Anfangszeit - hh:mm:ss.ms	Anfangszeit - ss.msec	Anfangszeit - msec	Endzeit - hh:mm:ss.ms	Endzeit - ss.msec	Endzeit - msec	Dauer - hh:mm:ss.ms	Dauer - ss.msec	Dauer - msec	Aktion	Interface-Bildnr.	Datei	Verzeichnis (Pfad)
00:17:14.000	1034.0	1034000	00:17:16.200	1036.2	1036200	00:00:02.200	2.2	2200	1	1	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:17:29.680	1049.68	1049680	00:17:32.241	1052.241	1052241	00:00:02.561	2.561	2561	1	1	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:18:04.613	1084.613	1084613	00:18:07.613	1087.613	1087613	00:00:03.000	3.0	3000	1	1	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:24:31.840	1471.84	1471840	00:24:49.000	1489.0	1489000	00:00:17.160	17.16	17160	1	2	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:25:16.441	1516.441	1516441	00:25:22.282	1522.282	1522282	00:00:05.841	5.841	5841	1	2	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:26:11.722	1571.722	1571722	00:26:29.406	1589.406	1589406	00:00:17.684	17.684	17684	1	2	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:31:18.860	1878.86	1878860	00:31:28.660	1888.66	1888660	00:00:09.800	9.8	9800	1	3	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:31:52.500	1912.5	1912500	00:32:03.620	1923.62	1923620	00:00:11.120	11.12	11120	1	3	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:32:19.780	1939.78	1939780	00:32:25.180	1945.18	1945180	00:00:05.400	5.4	5400	1	3	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:36:55.561	2215.561	2215561	00:37:02.842	2222.842	2222842	00:00:07.281	7.281	7281	1	4	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:37:30.842	2250.842	2250842	00:37:34.963	2254.963	2254963	00:00:04.121	4.121	4121	1	4	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:38:35.049	2315.049	2315049	00:38:35.089	2315.089	2315089	00:00:00.040	0.04	40	1	4	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:38:35.089	2315.089	2315089	00:38:42.849	2322.849	2322849	00:00:07.760	7.76	7760	1	4	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:16:10.100	970.1	970100	00:19:39.100	1179.1	1179100	00:03:29.000	209.0	209000		1	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:24:03.100	1443.1	1443100	00:27:40.100	1660.1	1660100	00:03:37.000	217.0	217000		2	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:29:58.100	1798.1	1798100	00:33:01.100	1981.1	1981100	00:03:03.000	183.0	183000		3	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:36:09.100	2169.1	2169100	00:39:42.100	2382.1	2382100	00:03:33.000	213.0	213000		4	Vp402-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-1.eaf
00:01:17.340	77.34	77340	00:01:30.588	90.588	90588	00:00:13.248	13.248	13248	1	4	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:01:52.708	112.708	112708	00:01:58.870	118.87	118870	00:00:06.162	6.162	6162	1	4	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:02:57.110	177.11	177110	00:03:05.112	185.112	185112	00:00:08.002	8.002	8002	1	4	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:09:20.924	560.924	560924	00:09:22.924	562.924	562924	00:00:02.000	2.0	2000	1	5	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:09:42.360	582.36	582360	00:09:44.881	584.881	584881	00:00:02.521	2.521	2521	1	5	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:10:17.082	617.082	617082	00:10:19.482	619.482	619482	00:00:02.400	2.4	2400	1	5	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:14:18.861	858.861	858861	00:14:21.941	861.941	861941	00:00:03.080	3.08	3080	1	6	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:15:01.950	901.95	901950	00:15:03.950	903.95	903950	00:00:02.000	2.0	2000	1	6	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:15:39.424	939.424	939424	00:15:43.025	943.025	943025	00:00:03.601	3.601	3601	1	6	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:19:44.780	1184.78	1184780	00:19:46.500	1186.5	1186500	00:00:01.720	1.72	1720	1	7	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:20:35.262	1235.262	1235262	00:20:43.984	1243.984	1243984	00:00:08.722	8.722	8722	1	7	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:21:08.265	1268.265	1268265	00:21:10.185	1270.185	1270185	00:00:01.920	1.92	1920	1	7	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:27:28.900	1648.9	1648900	00:27:31.461	1651.461	1651461	00:00:02.561	2.561	2561	1	8	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:28:29.821	1709.821	1709821	00:28:31.461	1711.461	1711461	00:00:01.640	1.64	1640	1	8	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:29:10.015	1750.015	1750015	00:29:16.816	1756.816	1756816	00:00:06.801	6.801	6801	1	8	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:00:31.000	31.0	31000	00:03:23.000	203.0	203000	00:02:52.000	172.0	172000		4	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:09:00.500	540.5	540500	00:10:36.500	636.5	636500	00:01:36.000	96.0	96000		5	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:13:21.500	801.5	801500	00:16:48.500	1008.5	1008500	00:03:27.000	207.0	207000		6	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:18:56.500	1136.5	1136500	00:21:39.500	1299.5	1299500	00:02:43.000	163.0	163000		7	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:26:29.500	1589.5	1589500	00:30:51.500	1851.5	1851500	00:04:22.000	262.0	262000		8	Vp402-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp402-2.eaf
00:16:50.440	1010.44	1010440	00:16:52.600	1012.6	1012600	00:00:02.160	2.16	2160	1	1	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:18:13.601	1093.601	1093601	00:18:15.481	1095.481	1095481	00:00:01.880	1.88	1880	1	1	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:18:42.121	1122.121	1122121	00:18:43.841	1123.841	1123841	00:00:01.720	1.72	1720	1	1	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:22:28.960	1348.96	1348960	00:22:49.565	1369.565	1369565	00:00:20.605	20.605	20605	1	2	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:23:15.766	1395.766	1395766	00:23:36.291	1416.291	1416291	00:00:20.525	20.525	20525	1	2	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:24:03.411	1443.411	1443411	00:24:03.502	1443.502	1443502	00:00:00.091	0.091	91	1	2	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:24:03.502	1443.502	1443502	00:24:45.582	1485.582	1485582	00:00:42.080	42.08	42080	1	2	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:28:53.600	1733.6	1733600	00:28:55.520	1735.52	1735520	00:00:01.920	1.92	1920	1	3	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:29:24.481	1764.481	1764481	00:29:26.881	1766.881	1766881	00:00:02.400	2.4	2400	1	3	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:30:06.043	1806.043	1806043	00:30:08.323	1808.323	1808323	00:00:02.280	2.28	2280	1	3	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:34:11.220	2051.22	2051220	00:34:13.220	2053.22	2053220	00:00:02.000	2.0	2000	1	4	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:34:43.861	2083.861	2083861	00:34:46.621	2086.621	2086621	00:00:02.760	2.76	2760	1	4	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:35:38.702	2138.702	2138702	00:35:41.503	2141.503	2141503	00:00:02.801	2.801	2801	1	4	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:39:24.660	2364.66	2364660	00:39:24.781	2364.781	2364781	00:00:00.121	0.121	121	1	5	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:39:24.781	2364.781	2364781	00:39:38.101	2378.101	2378101	00:00:13.320	13.32	13320	1	5	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:16:13.900	973.9	973900	00:19:03.900	1143.9	1143900	00:02:50.000	170.0	170000		1	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:22:10.900	1330.9	1330900	00:25:32.900	1532.9	1532900	00:03:22.000	202.0	202000		2	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:28:12.900	1692.9	1692900	00:30:55.900	1855.9	1855900	00:02:43.000	163.0	163000		3	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:33:22.900	2002.9	2002900	00:36:29.900	2189.9	2189900	00:03:07.000	187.0	187000		4	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:38:47.400	2327.4	2327400	00:40:01.400	2401.4	2401400	00:01:14.000	74.0	74000		5	Vp403-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-1.eaf
00:00:08.200	8.2	8200	00:00:15.882	15.882	15882	00:00:07.682	7.682	7682	1	5	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:00:45.722	45.722	45722	00:00:52.804	52.804	52804	00:00:07.082	7.082	7082	1	5	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:04:11.520	251.52	251520	00:04:14.920	254.92	254920	00:00:03.400	3.4	3400	1	6	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:05:01.600	301.6	301600	00:05:03.801	303.801	303801	00:00:02.201	2.201	2201	1	6	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:05:50.521	350.521	350521	00:05:53.121	353.121	353121	00:00:02.600	2.6	2600	1	6	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:12:32.380	752.38	752380	00:12:35.021	755.021	755021	00:00:02.641	2.641	2641	1	7	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:13:16.181	796.181	796181	00:13:18.622	798.622	798622	00:00:02.441	2.441	2441	1	7	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:14:19.822	859.822	859822	00:14:21.982	861.982	861982	00:00:02.160	2.16	2160	1	7	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:17:29.300	1049.3	1049300	00:17:31.220	1051.22	1051220	00:00:01.920	1.92	1920	1	8	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:18:19.061	1099.061	1099061	00:18:21.221	1101.221	1101221	00:00:02.160	2.16	2160	1	8	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:19:10.181	1150.181	1150181	00:19:11.781	1151.781	1151781	00:00:01.600	1.6	1600	1	8	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:00:00.000	0.0	0	00:01:30.800	90.8	90800	00:01:30.800	90.8	90800		5	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:03:20.800	200.8	200800	00:06:44.800	404.8	404800	00:03:24.000	204.0	204000		6	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:12:00.800	720.8	720800	00:14:45.800	885.8	885800	00:02:45.000	165.0	165000		7	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:16:31.800	991.8	991800	00:20:01.800	1201.8	1201800	00:03:30.000	210.0	210000		8	Vp403-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp403-2.eaf
00:16:50.040	1010.04	1010040	00:16:52.961	1012.961	1012961	00:00:02.921	2.921	2921	1	1	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:17:29.041	1049.041	1049041	00:17:31.802	1051.802	1051802	00:00:02.761	2.761	2761	1	1	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:18:31.202	1111.202	1111202	00:18:34.243	1114.243	1114243	00:00:03.041	3.041	3041	1	1	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:24:36.360	1476.36	1476360	00:24:44.602	1484.602	1484602	00:00:08.242	8.242	8242	1	2	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:25:31.082	1531.082	1531082	00:25:38.844	1538.844	1538844	00:00:07.762	7.762	7762	1	2	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:26:11.444	1571.444	1571444	00:26:19.486	1579.486	1579486	00:00:08.042	8.042	8042	1	2	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:32:11.620	1931.62	1931620	00:32:16.181	1936.181	1936181	00:00:04.561	4.561	4561	1	3	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:32:58.142	1978.142	1978142	00:33:00.702	1980.702	1980702	00:00:02.560	2.56	2560	1	3	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:33:35.104	2015.104	2015104	00:33:37.184	2017.184	2017184	00:00:02.080	2.08	2080	1	3	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:39:22.340	2362.34	2362340	00:39:24.900	2364.9	2364900	00:00:02.560	2.56	2560	1	4	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:40:18.023	2418.023	2418023	00:40:20.343	2420.343	2420343	00:00:02.320	2.32	2320	1	4	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:41:04.385	2464.385	2464385	00:41:06.585	2466.585	2466585	00:00:02.200	2.2	2200	1	4	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:46:46.580	2806.58	2806580	00:46:48.780	2808.78	2808780	00:00:02.200	2.2	2200	1	5	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:47:06.142	2826.142	2826142	00:47:10.543	2830.543	2830543	00:00:04.401	4.401	4401	1	5	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:47:39.074	2859.074	2859074	00:47:43.795	2863.795	2863795	00:00:04.721	4.721	4721	1	5	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:55:47.620	3347.62	3347620	00:55:50.941	3350.941	3350941	00:00:03.321	3.321	3321	1	6	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:56:42.462	3402.462	3402462	00:56:42.543	3402.543	3402543	00:00:00.081	0.081	81	1	6	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:56:42.543	3402.543	3402543	00:56:47.623	3407.623	3407623	00:00:05.080	5.08	5080	1	6	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:57:32.663	3452.663	3452663	00:57:35.824	3455.824	3455824	00:00:03.161	3.161	3161	1	6	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:16:11.100	971.1	971100	00:18:56.100	1136.1	1136100	00:02:45.000	165.0	165000		1	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:24:11.100	1451.1	1451100	00:27:42.100	1662.1	1662100	00:03:31.000	211.0	211000		2	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:31:54.100	1914.1	1914100	00:34:32.100	2072.1	2072100	00:02:38.000	158.0	158000		3	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:38:39.100	2319.1	2319100	00:42:46.100	2566.1	2566100	00:04:07.000	247.0	247000		4	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:46:18.100	2778.1	2778100	00:49:03.100	2943.1	2943100	00:02:45.000	165.0	165000		5	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:55:12.100	3312.1	3312100	00:58:46.100	3526.1	3526100	00:03:34.000	214.0	214000		6	Vp404-1.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-1.eaf
00:08:27.560	507.56	507560	00:08:27.680	507.68	507680	00:00:00.120	0.12	120	1	7	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:08:27.680	507.68	507680	00:08:34.520	514.52	514520	00:00:06.840	6.84	6840	1	7	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:09:07.870	547.87	547870	00:09:23.714	563.714	563714	00:00:15.844	15.844	15844	1	7	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:09:45.874	585.874	585874	00:09:49.995	589.995	589995	00:00:04.121	4.121	4121	1	7	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:15:17.080	917.08	917080	00:15:21.441	921.441	921441	00:00:04.361	4.361	4361	1	8	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:16:08.243	968.243	968243	00:16:10.643	970.643	970643	00:00:02.400	2.4	2400	1	8	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:16:54.764	1014.764	1014764	00:17:00.645	1020.645	1020645	00:00:05.881	5.881	5881	1	8	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:07:59.400	479.4	479400	00:10:37.400	637.4	637400	00:02:38.000	158.0	158000		7	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
00:14:32.600	872.6	872600	00:17:59.600	1079.6	1079600	00:03:27.000	207.0	207000		8	Vp404-2.eaf	file:///D:/Projekte/LG_2013-2017_Gesture-based-interaction/Studie-4_Fahrsimulator/Daten/Videoannotation/Vp404-2.eaf
